Order_ID,Customer_ID,Order_Date,Product_Name,Category,Size,Color,Price,Quantity,Total_Amount,Rating,Feedback,Payment_Method,City,Delivery_Days
ORD3403,CUST802,2026-03-21,Hoodie,T-Shirts,L,White,507,2,1014,1,Excellent,COD,Pune,3
ORD3404,CUST961,2026-01-27,Casual Shirt,T-Shirts,M,Green,3641,3,10923,2,Not satisfied,Card,Pune,5
ORD3405,CUST424,2026-02-11,Polo T-Shirt,Jackets,M,Red,3936,2,7872,1,Excellent,COD,Hyderabad,3
ORD3406,CUST1107,2026-01-01,Denim Jacket,Jackets,L,Beige,1068,3,3204,1,Value for money,Card,Bangalore,7
ORD3407,CUST132,2026-01-14,Formal Shirt,Jackets,M,White,2411,2,4822,5,Excellent,COD,Pune,5
ORD3408,CUST869,2026-02-19,Denim Jacket,T-Shirts,XL,Green,2466,1,2466,5,Excellent,COD,Bangalore,5
ORD3409,CUST669,2026-03-16,Joggers,Jeans,L,Black,1288,1,1288,4,Value for money,UPI,Pune,3
ORD3410,CUST570,2026-01-04,Jeans,Winter Wear,L,Grey,1913,3,5739,2,Excellent,COD,Bangalore,7
ORD3411,CUST514,2026-02-13,Polo T-Shirt,Jackets,XL,Red,2198,2,4396,1,Value for money,Card,Hyderabad,7
ORD3412,CUST512,2026-01-07,Track Pants,Winter Wear,XL,Black,2368,1,2368,2,Not satisfied,Card,Bangalore,4
ORD3413,CUST599,2026-03-11,Blazer,Shirts,L,Blue,3774,3,11322,5,Value for money,COD,Delhi,6
ORD3414,CUST347,2026-01-01,Formal Shirt,Jeans,S,Green,2904,2,5808,4,Not satisfied,Net Banking,Mumbai,6
ORD3415,CUST183,2026-02-01,Denim Jacket,Jackets,S,Beige,1941,2,3882,4,Average,COD,Delhi,3
ORD3416,CUST275,2026-02-19,Formal Shirt,Bottomwear,L,Green,3401,3,10203,1,Good quality,Card,Delhi,4
ORD3417,CUST1189,2026-02-07,Jeans,Jackets,L,Red,2376,2,4752,4,Not satisfied,UPI,Pune,3
ORD3418,CUST1111,2026-03-10,Denim Jacket,Jeans,L,Black,3682,3,11046,1,Value for money,UPI,Pune,4
ORD3419,CUST710,2026-02-21,Chinos,Bottomwear,M,Blue,1353,3,4059,3,Value for money,COD,Chennai,2
ORD3420,CUST240,2026-03-16,Hoodie,Shirts,M,Yellow,625,2,1250,4,Excellent,Card,Pune,3
ORD3421,CUST840,2026-01-05,Joggers,Winter Wear,S,Yellow,1056,1,1056,2,Excellent,COD,Pune,7
ORD3422,CUST440,2026-03-12,Joggers,Shirts,S,Blue,546,3,1638,5,Not satisfied,Net Banking,Chennai,5
ORD3423,CUST451,2026-02-26,Polo T-Shirt,Shirts,M,Yellow,1415,2,2830,3,Value for money,COD,Chennai,4
ORD3424,CUST862,2026-03-03,Casual Shirt,Winter Wear,S,Black,1923,2,3846,3,Not satisfied,Card,Bangalore,6
ORD3425,CUST836,2026-03-04,Chinos,Shirts,L,Green,2101,2,4202,2,Value for money,COD,Hyderabad,5
ORD3426,CUST515,2026-03-18,Casual Shirt,Bottomwear,L,Green,2243,3,6729,5,Not satisfied,COD,Pune,7
ORD3427,CUST103,2026-02-15,Joggers,Bottomwear,XL,White,738,1,738,3,Good quality,UPI,Bangalore,6
ORD3428,CUST361,2026-02-24,Denim Jacket,T-Shirts,L,Green,2528,3,7584,1,Excellent,Card,Delhi,2
ORD3429,CUST627,2026-01-02,Formal Shirt,Jeans,XL,White,3907,2,7814,5,Not satisfied,UPI,Hyderabad,2
ORD3430,CUST145,2026-03-16,Casual Shirt,Shirts,XL,Grey,2626,3,7878,3,Average,Net Banking,Chennai,7
ORD3431,CUST475,2026-03-22,Hoodie,Jackets,XL,Green,1499,2,2998,5,Good quality,UPI,Delhi,6
ORD3432,CUST566,2026-01-14,Jeans,Shirts,L,Beige,2539,1,2539,5,Good quality,COD,Hyderabad,3
ORD3433,CUST28,2026-02-14,Hoodie,T-Shirts,L,Blue,1968,3,5904,1,Excellent,UPI,Delhi,7
ORD3434,CUST86,2026-01-26,Track Pants,Bottomwear,L,Black,2866,2,5732,2,Value for money,Card,Hyderabad,3
ORD3435,CUST643,2026-03-14,Chinos,Bottomwear,S,Grey,3614,1,3614,2,Value for money,Net Banking,Pune,5
ORD3436,CUST959,2026-02-19,Denim Jacket,Shirts,XL,Blue,3946,3,11838,5,Value for money,Card,Hyderabad,3
ORD3437,CUST635,2026-01-03,Jeans,Bottomwear,XL,Grey,2686,2,5372,3,Average,COD,Hyderabad,6
ORD3438,CUST205,2026-03-07,Jeans,Winter Wear,M,Blue,3328,3,9984,2,Value for money,Net Banking,Pune,2
ORD3439,CUST370,2026-02-19,Denim Jacket,T-Shirts,M,Black,2432,1,2432,3,Average,UPI,Delhi,4
ORD3440,CUST241,2026-01-29,Jeans,Shirts,S,Yellow,2586,2,5172,1,Average,Net Banking,Chennai,5
ORD3441,CUST927,2026-03-05,Formal Shirt,Bottomwear,M,Blue,3626,1,3626,2,Excellent,COD,Delhi,5
ORD3442,CUST655,2026-02-26,Hoodie,Shirts,L,Blue,1475,3,4425,1,Good quality,Net Banking,Hyderabad,5
ORD3443,CUST897,2026-03-04,Joggers,Winter Wear,S,Blue,1590,3,4770,4,Good quality,Net Banking,Mumbai,4
ORD3444,CUST954,2026-01-09,Jeans,Winter Wear,L,Beige,2452,2,4904,3,Excellent,Card,Mumbai,3
ORD3445,CUST927,2026-02-15,Polo T-Shirt,Jeans,XL,Green,3804,2,7608,5,Value for money,COD,Mumbai,3
ORD3446,CUST859,2026-03-25,Blazer,Bottomwear,S,White,3843,3,11529,3,Excellent,UPI,Hyderabad,4
ORD3447,CUST887,2026-03-02,Jeans,T-Shirts,L,White,1809,2,3618,4,Average,Net Banking,Chennai,2
ORD3448,CUST755,2026-01-08,Denim Jacket,Bottomwear,S,Grey,2564,3,7692,2,Excellent,COD,Mumbai,5
ORD3449,CUST663,2026-03-31,Casual Shirt,T-Shirts,XL,Red,2585,2,5170,1,Good quality,Card,Pune,7
ORD3450,CUST705,2026-02-18,Jeans,Jackets,M,Grey,3684,3,11052,5,Good quality,COD,Mumbai,6
ORD3451,CUST737,2026-01-18,Hoodie,Jeans,XL,Black,1888,1,1888,3,Average,Net Banking,Delhi,7
ORD3452,CUST274,2026-02-21,Jeans,Bottomwear,S,Grey,3793,1,3793,3,Good quality,Net Banking,Hyderabad,5
ORD3453,CUST226,2026-03-27,Joggers,Jackets,XL,Blue,3429,3,10287,5,Not satisfied,Net Banking,Pune,4
ORD3454,CUST986,2026-02-23,Polo T-Shirt,T-Shirts,XL,Black,1356,3,4068,5,Average,Card,Chennai,6
ORD3455,CUST910,2026-03-30,Polo T-Shirt,Winter Wear,S,Grey,1003,3,3009,2,Good quality,Card,Hyderabad,7
ORD3456,CUST360,2026-03-31,Jeans,T-Shirts,S,Beige,1259,2,2518,2,Value for money,Card,Pune,2
ORD3457,CUST1028,2026-02-16,Hoodie,Jeans,L,Green,763,3,2289,5,Good quality,Card,Delhi,6
ORD3458,CUST490,2026-01-11,Hoodie,Shirts,S,Grey,1921,2,3842,2,Excellent,COD,Bangalore,6
ORD3459,CUST309,2026-02-25,Chinos,T-Shirts,L,Green,3008,1,3008,3,Not satisfied,Net Banking,Mumbai,5
ORD3460,CUST206,2026-02-24,Joggers,Bottomwear,XL,Blue,878,1,878,2,Average,UPI,Delhi,5
ORD3461,CUST354,2026-03-11,Denim Jacket,Bottomwear,L,Beige,1696,3,5088,2,Average,Net Banking,Chennai,2
ORD3462,CUST1073,2026-03-10,Polo T-Shirt,T-Shirts,S,Blue,3985,2,7970,5,Not satisfied,COD,Delhi,6
ORD3463,CUST593,2026-02-20,Chinos,Jackets,M,Beige,1357,1,1357,4,Good quality,COD,Hyderabad,6
ORD3464,CUST602,2026-02-19,Casual Shirt,Shirts,XL,Blue,3548,2,7096,2,Value for money,UPI,Bangalore,3
ORD3465,CUST830,2026-02-09,Blazer,Shirts,L,Yellow,1652,3,4956,1,Excellent,Net Banking,Bangalore,4
ORD3466,CUST456,2026-03-29,Casual Shirt,T-Shirts,S,Black,3421,3,10263,1,Not satisfied,Net Banking,Bangalore,5
ORD3467,CUST884,2026-01-23,Polo T-Shirt,Bottomwear,L,Red,3928,2,7856,3,Excellent,Card,Hyderabad,6
ORD3468,CUST679,2026-02-28,Blazer,Winter Wear,M,Blue,2854,2,5708,1,Excellent,UPI,Delhi,4
ORD3469,CUST1080,2026-02-24,Formal Shirt,Shirts,XL,Beige,3561,1,3561,1,Good quality,Net Banking,Hyderabad,4
ORD3470,CUST858,2026-03-17,Casual Shirt,Jackets,S,Yellow,1572,3,4716,3,Good quality,UPI,Pune,5
ORD3471,CUST275,2026-02-09,Hoodie,Shirts,S,Beige,2092,3,6276,4,Value for money,Card,Mumbai,5
ORD3472,CUST453,2026-01-19,Formal Shirt,Winter Wear,L,Black,1227,3,3681,3,Good quality,COD,Delhi,6
ORD3473,CUST400,2026-02-14,Hoodie,Jackets,L,Black,2387,1,2387,1,Excellent,Net Banking,Bangalore,6
ORD3474,CUST1057,2026-02-17,Casual Shirt,T-Shirts,M,Black,1917,3,5751,1,Not satisfied,Net Banking,Chennai,2
ORD3475,CUST518,2026-03-11,Track Pants,T-Shirts,M,Grey,3679,1,3679,4,Excellent,Card,Chennai,6
ORD3476,CUST649,2026-02-15,Hoodie,Jackets,S,Blue,2805,3,8415,2,Average,COD,Bangalore,2
ORD3477,CUST369,2026-03-06,Joggers,Shirts,L,Blue,694,3,2082,5,Average,COD,Hyderabad,5
ORD3478,CUST804,2026-03-12,Casual Shirt,Shirts,M,Beige,2987,2,5974,2,Average,UPI,Mumbai,2
ORD3479,CUST978,2026-01-30,Polo T-Shirt,Jeans,S,Grey,2960,2,5920,2,Excellent,COD,Pune,3
ORD3480,CUST749,2026-01-06,Polo T-Shirt,Winter Wear,L,Beige,3834,1,3834,2,Value for money,COD,Delhi,4
ORD3481,CUST606,2026-01-07,Jeans,Winter Wear,XL,Red,1552,1,1552,5,Value for money,Card,Bangalore,7
ORD3482,CUST1152,2026-02-15,Joggers,Shirts,M,Grey,607,3,1821,4,Average,UPI,Mumbai,6
ORD3483,CUST843,2026-03-25,Jeans,T-Shirts,S,Red,3826,1,3826,3,Excellent,Card,Pune,6
ORD3484,CUST1015,2026-03-26,Formal Shirt,Jeans,S,Red,982,3,2946,2,Good quality,Net Banking,Chennai,3
ORD3485,CUST215,2026-01-08,Blazer,Shirts,XL,Green,1683,2,3366,4,Value for money,COD,Delhi,2
ORD3486,CUST147,2026-03-02,Formal Shirt,Winter Wear,L,Black,621,1,621,3,Average,Net Banking,Delhi,7
ORD3487,CUST1033,2026-03-30,Hoodie,Bottomwear,XL,Red,3261,2,6522,2,Not satisfied,Card,Mumbai,6
ORD3488,CUST775,2026-02-21,Denim Jacket,Shirts,XL,Blue,1397,2,2794,4,Excellent,Card,Chennai,4
ORD3489,CUST213,2026-01-19,Casual Shirt,Bottomwear,S,Black,1290,2,51600,5,Value for money,COD,Delhi,7
ORD3490,CUST316,2026-02-15,Polo T-Shirt,Bottomwear,L,Black,1753,1,1753,5,Good quality,Card,Hyderabad,5
ORD3491,CUST38,2026-01-18,Denim Jacket,Bottomwear,L,Yellow,2306,2,4612,2,Not satisfied,Net Banking,Delhi,4
ORD3492,CUST1145,2026-01-07,Jeans,Jackets,S,Beige,1304,2,2608,4,Value for money,UPI,Chennai,4
ORD3493,CUST307,2026-02-03,Joggers,Shirts,M,Red,1499,2,2998,4,Average,COD,Delhi,6
ORD3494,CUST472,2026-03-20,Jeans,Shirts,M,Red,1484,3,4452,3,Good quality,Net Banking,Hyderabad,6
ORD3495,CUST1101,2026-02-14,Jeans,T-Shirts,XL,Grey,1688,3,5064,1,Excellent,UPI,Mumbai,6
ORD3496,CUST1002,2026-02-08,Chinos,Jeans,L,Yellow,1326,3,3978,4,Not satisfied,UPI,Mumbai,6
ORD3497,CUST82,2026-03-15,Denim Jacket,Winter Wear,S,Green,1993,2,3986,3,Value for money,Net Banking,Chennai,3
ORD3498,CUST789,2026-01-13,Casual Shirt,Jackets,M,Green,586,2,1172,4,Good quality,Net Banking,Delhi,7
ORD3499,CUST1189,2026-01-13,Casual Shirt,Bottomwear,S,Green,3819,1,3819,4,Average,Net Banking,Delhi,7
ORD3500,CUST570,2026-01-28,Casual Shirt,Winter Wear,M,White,3304,3,9912,5,Not satisfied,Net Banking,Hyderabad,7
ORD3501,CUST870,2026-03-15,Blazer,Shirts,XL,Red,2573,2,5146,2,Good quality,Net Banking,Bangalore,4
ORD3502,CUST144,2026-01-16,Casual Shirt,Jeans,L,Yellow,2777,3,8331,4,Not satisfied,UPI,Bangalore,5
ORD3503,CUST672,2026-03-03,Polo T-Shirt,Bottomwear,S,Blue,3944,3,11832,1,Good quality,Net Banking,Delhi,6
ORD3504,CUST1094,2026-03-07,Track Pants,Jackets,M,Green,2865,3,8595,5,Excellent,Net Banking,Hyderabad,7
ORD3505,CUST1086,2026-02-07,Formal Shirt,Jackets,L,Red,2006,1,2006,4,Good quality,UPI,Pune,4
ORD3506,CUST440,2026-02-28,Denim Jacket,T-Shirts,S,Red,2009,3,6027,4,Not satisfied,UPI,Chennai,2
ORD3507,CUST892,2026-03-21,Hoodie,Jeans,S,Green,3570,2,7140,1,Excellent,UPI,Pune,7
ORD3508,CUST557,2026-01-05,Chinos,Jeans,XL,Black,1110,1,1110,1,Excellent,Net Banking,Mumbai,2
ORD3509,CUST911,2026-03-19,Chinos,T-Shirts,XL,Blue,1222,3,3666,5,Value for money,Card,Pune,4
ORD3510,CUST316,2026-02-28,Jeans,Jackets,L,Green,2911,3,8733,4,Value for money,COD,Mumbai,2
ORD3511,CUST984,2026-03-30,Jeans,Winter Wear,XL,Red,1629,2,3258,3,Value for money,Net Banking,Delhi,7
ORD3512,CUST499,2026-03-27,Chinos,Shirts,S,Red,1268,3,3804,2,Average,UPI,Chennai,7
ORD3513,CUST1015,2026-02-28,Formal Shirt,Bottomwear,L,Grey,3427,2,6854,1,Excellent,Net Banking,Mumbai,3
ORD3514,CUST42,2026-02-02,Casual Shirt,T-Shirts,L,Beige,3749,1,3749,1,Average,UPI,Bangalore,2
ORD3515,CUST838,2026-03-29,Denim Jacket,Winter Wear,XL,Red,1104,2,2208,1,Not satisfied,UPI,Bangalore,5
ORD3516,CUST1179,2026-03-30,Chinos,Shirts,XL,Beige,1372,3,4116,3,Excellent,Net Banking,Mumbai,3
ORD3517,CUST940,2026-01-21,Blazer,Jackets,S,Green,1362,3,4086,5,Excellent,Net Banking,Pune,5
ORD3518,CUST946,2026-02-20,Polo T-Shirt,T-Shirts,XL,Black,1089,3,3267,3,Average,COD,Hyderabad,5
ORD3519,CUST476,2026-03-15,Formal Shirt,Jeans,L,Beige,1617,2,3234,2,Average,Net Banking,Hyderabad,4
ORD3520,CUST787,2026-03-01,Joggers,T-Shirts,S,Grey,2285,3,6855,1,Not satisfied,UPI,Mumbai,7
ORD3521,CUST719,2026-01-05,Polo T-Shirt,Winter Wear,S,Grey,1554,1,1554,5,Not satisfied,COD,Hyderabad,3
ORD3522,CUST317,2026-03-28,Casual Shirt,Jackets,XL,Beige,2298,2,4596,4,Average,Card,Pune,2
ORD3523,CUST665,2026-01-30,Polo T-Shirt,Jeans,M,White,3332,2,6664,5,Average,COD,Mumbai,3
ORD3524,CUST342,2026-03-06,Denim Jacket,Shirts,XL,Black,1997,3,5991,1,Good quality,UPI,Mumbai,5
ORD3525,CUST460,2026-01-24,Formal Shirt,T-Shirts,XL,Yellow,2785,3,8355,5,Not satisfied,Card,Mumbai,4
ORD3526,CUST763,2026-01-18,Denim Jacket,Shirts,L,White,623,2,1246,1,Average,Card,Chennai,2
ORD3527,CUST746,2026-01-21,Blazer,Jeans,S,Beige,2677,2,5354,3,Average,UPI,Bangalore,3
ORD3528,CUST704,2026-03-28,Blazer,Bottomwear,XL,Blue,1802,3,5406,4,Value for money,COD,Chennai,3
ORD3529,CUST643,2026-02-25,Casual Shirt,Shirts,XL,Blue,1871,3,5613,3,Excellent,Card,Hyderabad,5
ORD3530,CUST915,2026-03-30,Track Pants,Shirts,M,Yellow,2633,2,5266,5,Average,COD,Hyderabad,3
ORD3531,CUST931,2026-01-26,Hoodie,Jeans,L,Black,3240,1,3240,5,Not satisfied,Net Banking,Pune,3
ORD3532,CUST230,2026-01-26,Hoodie,Winter Wear,S,Beige,1635,3,4905,4,Excellent,Card,Bangalore,7
ORD3533,CUST884,2026-02-12,Jeans,T-Shirts,M,Blue,3968,3,11904,3,Not satisfied,UPI,Pune,7
ORD3534,CUST1045,2026-01-13,Casual Shirt,Shirts,L,White,1187,3,3561,4,Excellent,Card,Hyderabad,6
ORD3535,CUST515,2026-02-01,Chinos,Jeans,S,Blue,2145,3,6435,1,Not satisfied,COD,Hyderabad,7
ORD3536,CUST30,2026-03-08,Casual Shirt,Jeans,S,Red,3992,3,11976,5,Excellent,UPI,Mumbai,2
ORD3537,CUST395,2026-01-28,Hoodie,Jackets,S,Red,636,3,1908,1,Excellent,Card,Chennai,7
ORD3538,CUST454,2026-02-13,Joggers,Jackets,XL,Black,3099,1,3099,1,Good quality,UPI,Hyderabad,5
ORD3539,CUST850,2026-03-14,Hoodie,Winter Wear,S,Blue,3106,1,3106,2,Average,Net Banking,Chennai,5
ORD3540,CUST529,2026-01-19,Joggers,Shirts,M,Red,2818,3,8454,2,Not satisfied,COD,Hyderabad,5
ORD3541,CUST548,2026-03-21,Joggers,Bottomwear,L,Red,2952,1,2952,2,Not satisfied,UPI,delhi,3
ORD3542,CUST1,2026-02-01,Jeans,Shirts,L,Beige,2013,2,4026,3,Not satisfied,UPI,Chennai,5
ORD3543,CUST726,2026-03-04,Joggers,Jackets,S,Grey,592,2,1184,5,Value for money,Card,Hyderabad,4
ORD3544,CUST482,2026-03-06,Blazer,Jackets,XL,Green,3159,1,3159,4,Average,Card,Hyderabad,6
ORD3545,CUST790,2026-01-19,Blazer,Jeans,M,Blue,3649,1,3649,2,Excellent,Net Banking,Bangalore,4
ORD3546,CUST1132,2026-03-04,Denim Jacket,Jeans,S,Blue,2192,1,2192,2,Value for money,Card,Mumbai,5
ORD3547,CUST515,2026-02-11,Joggers,Winter Wear,S,Black,3317,2,6634,5,Good quality,COD,Mumbai,2
ORD3548,CUST1062,2026-01-29,Track Pants,Jeans,L,Blue,3266,3,9798,4,Value for money,Card,Delhi,6
ORD3549,CUST1045,2026-01-16,Blazer,T-Shirts,S,Beige,3006,2,6012,3,Not satisfied,COD,Bangalore,4
ORD3550,CUST850,2026-01-19,Chinos,Winter Wear,M,Blue,1483,2,2966,5,Good quality,UPI,Bangalore,5
ORD3551,CUST698,2026-01-30,Hoodie,Shirts,M,Red,1889,3,5667,4,Value for money,UPI,Bangalore,3
ORD3552,CUST1053,2026-01-03,Formal Shirt,Winter Wear,XL,White,3276,1,3276,4,Good quality,Card,Mumbai,2
ORD3553,CUST274,2026-02-19,Blazer,Jeans,L,Yellow,1414,2,2828,2,Average,UPI,Pune,4
ORD3554,CUST506,2026-03-21,Formal Shirt,Shirts,M,Blue,1476,3,4428,1,Value for money,Net Banking,Pune,7
ORD3555,CUST875,2026-03-01,Blazer,Jackets,S,Beige,2228,3,6684,4,Average,Net Banking,Chennai,7
ORD3556,CUST279,2026-01-07,Formal Shirt,Shirts,S,Green,506,3,1518,2,Value for money,Card,Bangalore,7
ORD3557,CUST960,2026-03-13,Polo T-Shirt,Winter Wear,S,White,3131,3,9393,4,Not satisfied,Net Banking,Delhi,4
ORD3558,CUST455,2026-01-25,Hoodie,T-Shirts,M,Red,1367,3,4101,2,Value for money,COD,Bangalore,4
ORD3559,CUST263,2026-02-16,Chinos,Winter Wear,XL,Blue,2367,2,4734,3,Average,Net Banking,Pune,4
ORD3560,CUST99,2026-01-22,Formal Shirt,Jackets,L,Blue,881,1,881,3,Value for money,Card,Chennai,2
ORD3561,CUST466,2026-02-18,Jeans,Bottomwear,M,Beige,3414,3,10242,4,Value for money,Card,Bangalore,2
ORD3562,CUST585,2026-03-01,Track Pants,Jackets,M,Red,3217,3,9651,5,Average,Net Banking,Chennai,2
ORD3563,CUST786,2026-03-15,Jeans,Jackets,M,Red,1488,1,1488,1,Good quality,Card,Mumbai,5
ORD3564,CUST167,2026-02-23,Chinos,Bottomwear,L,Beige,3556,2,7112,4,Value for money,UPI,Delhi,6
ORD3565,CUST1059,2026-02-25,Jeans,Jackets,XL,White,1420,3,4260,3,Value for money,Card,Pune,4
ORD3566,CUST1200,2026-01-18,Formal Shirt,Shirts,L,Yellow,1208,1,1208,3,Excellent,UPI,Delhi,4
ORD3567,CUST944,2026-01-28,Chinos,Winter Wear,XL,Blue,2142,3,6426,2,Value for money,Net Banking,Mumbai,4
ORD3568,CUST1153,2026-03-21,Chinos,Jackets,XL,White,3399,2,6798,5,Good quality,COD,Hyderabad,2
ORD3569,CUST1127,2026-03-24,Formal Shirt,Shirts,S,White,3540,2,7080,2,Value for money,Net Banking,Pune,5
ORD3570,CUST119,2026-02-20,Polo T-Shirt,Jeans,S,Red,2500,2,5000,5,Average,UPI,Mumbai,6
ORD3571,CUST88,2026-03-14,Denim Jacket,Winter Wear,S,Black,3218,3,9654,1,Excellent,Card,Pune,4
ORD3572,CUST1055,2026-03-30,Chinos,T-Shirts,L,Blue,3199,1,3199,4,Average,Net Banking,Chennai,4
ORD3573,CUST264,2026-03-21,Hoodie,Bottomwear,M,Black,1914,1,1914,4,Excellent,Net Banking,Bangalore,7
ORD3574,CUST680,2026-01-09,Polo T-Shirt,Jackets,M,Green,1342,1,1342,3,Good quality,Net Banking,Chennai,4
ORD3575,CUST917,2026-03-29,Chinos,Winter Wear,XL,Grey,1526,3,4578,2,Not satisfied,Card,Delhi,5
ORD3576,CUST661,2026-01-07,Jeans,Jackets,S,Black,1726,3,5178,5,Not satisfied,UPI,Mumbai,2
ORD3577,CUST964,2026-03-03,Formal Shirt,Jackets,M,Black,3729,2,7458,1,Value for money,UPI,Chennai,4
ORD3578,CUST808,2026-02-20,Denim Jacket,Bottomwear,XL,Green,2443,1,2443,1,Not satisfied,UPI,Bangalore,4
ORD3579,CUST472,2026-02-17,Denim Jacket,Winter Wear,M,Black,1393,1,1393,3,Good quality,Net Banking,Delhi,4
ORD3580,CUST296,2026-02-16,Track Pants,Bottomwear,XL,Beige,2505,1,2505,3,Excellent,Net Banking,Delhi,2
ORD3581,CUST114,2026-03-26,Chinos,T-Shirts,M,Green,3824,2,7648,4,Average,Net Banking,Pune,7
ORD3582,CUST148,2026-01-24,Denim Jacket,Shirts,L,Grey,3188,2,6376,2,Excellent,Net Banking,Bangalore,5
ORD3583,CUST684,2026-02-20,Hoodie,Jeans,M,Black,2888,2,5776,1,Value for money,Card,Chennai,5
ORD3584,CUST446,2026-01-03,Casual Shirt,Jackets,XL,Grey,2097,1,2097,1,Excellent,Card,Pune,2
ORD3585,CUST797,2026-02-03,Casual Shirt,Winter Wear,XL,Black,1730,3,5190,1,Excellent,COD,Pune,7
ORD3586,CUST746,2026-01-26,Chinos,Jackets,M,Beige,1994,1,1994,4,Good quality,Card,Delhi,7
ORD3587,CUST1115,2026-02-20,Chinos,Winter Wear,XL,Black,1870,2,3740,3,Value for money,UPI,Chennai,2
ORD3588,CUST374,2026-03-30,Blazer,Bottomwear,XL,White,1833,2,3666,5,Good quality,Net Banking,Hyderabad,2
ORD3589,CUST261,2026-03-15,Jeans,T-Shirts,S,Grey,1027,2,2054,5,Value for money,COD,Chennai,4
ORD3590,CUST862,2026-01-03,Polo T-Shirt,Shirts,M,Beige,3604,3,10812,5,Average,UPI,Mumbai,5
ORD3591,CUST988,2026-01-11,Polo T-Shirt,Jackets,S,Green,1207,3,3621,3,Excellent,Card,Chennai,2
ORD3592,CUST969,2026-02-25,Track Pants,Jeans,M,Blue,1401,3,4203,3,Average,COD,Pune,6
ORD3593,CUST662,2026-03-13,Chinos,Jackets,S,Beige,1298,1,1298,2,Good quality,COD,Delhi,3
ORD3594,CUST483,2026/02/15,Polo T-Shirt,Bottomwear,XL,Yellow,925,2,1850,2,Average,Net Banking,Mumbai,5
ORD3595,CUST321,2026-02-22,Joggers,Jackets,L,Yellow,1589,2,3178,3,Average,Card,Hyderabad,5
ORD3596,CUST310,2026-03-08,Jeans,Shirts,S,White,2755,2,5510,1,Value for money,UPI,Delhi,5
ORD3597,CUST648,2026-02-21,Hoodie,Jeans,S,Red,2723,1,2723,1,Average,UPI,Hyderabad,2
ORD3598,CUST1152,2026-03-24,Joggers,Jackets,XL,Yellow,2935,2,5870,3,Average,Net Banking,Chennai,2
ORD3599,CUST435,2026-02-27,Joggers,Jackets,XL,Beige,1294,2,2588,3,Not satisfied,Card,Bangalore,3
ORD3600,CUST480,2026-02-08,Chinos,Winter Wear,L,Beige,1437,1,1437,4,Value for money,COD,Bangalore,7
ORD3601,CUST882,2026-01-22,Joggers,Shirts,S,Red,502,1,502,2,Not satisfied,Card,Bangalore,6
ORD3602,CUST1022,2026-02-01,Hoodie,Jeans,S,Red,1174,1,1174,5,Average,UPI,Mumbai,7
ORD3603,CUST8,2026-02-02,Chinos,T-Shirts,XL,Black,3057,2,6114,5,Not satisfied,COD,Delhi,2
ORD3604,CUST553,2026-02-15,Blazer,Winter Wear,XL,Grey,2178,2,4356,1,Value for money,Card,Delhi,2
ORD3605,CUST1141,2026-01-12,Chinos,Jeans,XL,Grey,2092,2,4184,3,Good quality,Net Banking,Pune,6
ORD3606,CUST1080,2026-02-14,Joggers,Winter Wear,L,Red,3181,2,6362,4,Excellent,COD,Hyderabad,7
ORD3607,CUST1097,2026-02-02,Hoodie,Jeans,XL,White,2282,1,2282,5,Average,COD,Mumbai,5
ORD3608,CUST514,2026-03-03,Chinos,Winter Wear,L,Grey,2296,3,6888,2,Excellent,COD,Bangalore,6
ORD3609,CUST562,2026-03-07,Chinos,Winter Wear,L,Beige,3837,1,3837,5,Excellent,Net Banking,Mumbai,4
ORD3610,CUST1010,2026-03-17,Joggers,T-Shirts,M,Blue,3834,3,11502,1,Excellent,UPI,Mumbai,6
ORD3611,CUST26,2026-02-10,Hoodie,Jeans,S,Yellow,1442,2,2884,3,Value for money,Card,Mumbai,2
ORD3612,CUST661,2026-03-14,Formal Shirt,Bottomwear,M,Green,1740,1,1740,3,Not satisfied,COD,Pune,7
ORD3613,CUST962,2026-01-14,Polo T-Shirt,T-Shirts,M,Grey,726,2,1452,3,Good quality,COD,Mumbai,3
ORD3614,CUST755,2026-03-20,Chinos,Jeans,S,Beige,3820,1,3820,5,Good quality,UPI,Delhi,5
ORD3615,CUST1,2026-03-09,Chinos,Bottomwear,XL,Red,3092,2,6184,5,Value for money,COD,Pune,5
ORD3616,CUST390,2026/03/01,Denim Jacket,T-Shirts,S,Yellow,2366,1,2366,5,Value for money,COD,Chennai,5
ORD3617,CUST844,2026-01-04,Blazer,Winter Wear,XL,Red,1872,1,1872,1,Average,Card,Mumbai,7
ORD3618,CUST95,2026-02-26,Polo T-Shirt,Bottomwear,XL,Blue,2997,3,8991,1,Excellent,UPI,Chennai,6
ORD3619,CUST474,2026-01-24,Polo T-Shirt,Winter Wear,L,Blue,2337,3,7011,2,Average,Card,Chennai,3
ORD3620,CUST33,2026-02-12,Blazer,Jeans,S,Red,2242,2,4484,1,Excellent,Net Banking,Chennai,4
ORD3621,CUST417,2026-03-16,Joggers,Jackets,XL,Blue,1638,3,4914,3,Value for money,UPI,Pune,6
ORD3622,CUST1133,2026-02-28,Casual Shirt,Bottomwear,L,Black,2526,2,5052,3,Good quality,UPI,Mumbai,3
ORD3623,CUST803,2026-02-13,Blazer,Jackets,XL,Blue,2291,3,6873,2,Value for money,Card,Hyderabad,5
